puesto_ord,sex_ Male,sex_ Female,age,rango_edad,hours-per-week,educacion_superior,education-num,marital-status_Casado/a (civil),occ_ord,edad_ajustada,horas_puesto,marital-status_Nunca casado/a,income
2,False,True,37,2,40,0,10,False,6,370,240,False,0
2,False,True,28,1,25,0,10,False,3,280,75,False,0
2,False,True,30,1,35,0,9,True,10,270,350,False,0
3,True,False,34,1,40,1,13,True,7,442,280,False,1
3,True,False,29,1,50,0,10,False,2,290,100,True,0
5,True,False,48,3,60,1,16,True,17,768,1020,False,1
2,True,False,37,2,48,0,10,True,10,370,480,False,1
2,False,True,48,3,40,0,12,False,15,576,600,False,0
2,True,False,32,1,40,0,9,False,1,288,40,True,0
2,True,False,76,5,40,1,14,True,15,1064,600,False,1
2,True,False,44,2,60,1,13,True,15,572,900,False,1
5,False,True,47,3,50,1,14,False,17,658,850,True,0
2,False,True,20,0,40,0,10,False,7,200,280,True,0
2,True,False,29,1,40,0,9,False,6,261,240,True,0
10,True,False,32,1,40,0,9,True,6,288,240,False,1
1,False,True,17,0,32,0,6,False,5,102,160,True,0
2,True,False,30,1,40,0,7,False,2,210,80,True,0
3,False,True,31,1,40,0,9,False,4,279,160,True,0
2,True,False,42,2,40,0,9,True,2,378,80,False,0
2,True,False,24,0,40,1,13,False,10,312,400,True,0
2,True,False,38,2,40,1,15,True,17,570,680,False,1
5,True,False,56,4,50,0,9,True,1,504,50,False,1
2,False,True,28,1,25,0,10,True,10,280,250,False,0
2,False,True,36,2,40,0,9,False,3,324,120,True,0
2,True,False,53,3,50,0,5,True,2,265,100,False,0
10,True,False,56,4,50,0,10,True,10,560,500,False,0
3,True,False,49,3,40,0,11,True,6,539,240,False,1
2,True,False,55,3,56,0,10,True,10,550,560,False,0
2,True,False,22,0,41,0,9,False,6,198,246,True,0
2,False,True,21,0,40,0,10,False,1,210,40,True,0
2,True,False,40,2,60,1,13,True,15,520,900,False,0
2,True,False,30,1,40,1,13,False,15,390,600,True,0
2,True,False,29,1,50,1,13,True,17,377,850,False,1
2,True,False,19,0,35,0,10,False,1,190,35,True,0
2,False,True,47,3,40,1,13,True,15,611,600,False,1
2,False,True,20,0,28,0,10,False,4,200,112,True,0
2,True,False,31,1,40,0,12,True,4,372,160,False,1
1,True,False,35,1,40,0,9,True,5,315,200,False,0
2,True,False,39,2,40,0,10,False,6,390,240,False,0
2,False,True,28,1,60,0,12,False,10,336,600,True,0
2,False,True,24,0,40,0,9,False,1,216,40,True,0
5,True,False,38,2,35,0,9,True,6,342,210,False,0
2,True,False,37,2,50,1,13,True,10,481,500,False,0
2,False,True,46,3,36,0,12,False,7,552,252,False,0
2,True,False,38,2,40,1,14,True,17,532,680,False,1
5,True,False,43,2,60,0,9,True,6,387,360,False,0
2,False,True,27,1,35,0,11,True,4,297,140,False,0
2,True,False,20,0,20,0,10,False,10,200,200,True,0
2,True,False,49,3,40,0,10,True,6,490,240,False,1
10,True,False,61,4,40,0,9,True,6,549,240,False,0
2,False,True,27,1,40,0,10,False,10,270,400,True,0
2,True,False,19,0,30,0,10,False,1,190,30,True,0
2,False,True,45,2,40,0,11,False,17,495,680,True,1
2,True,False,70,5,40,0,10,False,7,700,280,True,0
2,False,True,31,1,30,0,9,False,4,279,120,True,0
2,True,False,22,0,24,0,10,True,1,220,24,False,0
2,False,True,36,2,24,0,9,False,1,324,24,False,0
2,True,False,64,4,40,0,7,True,6,448,240,False,0
1,False,True,43,2,40,0,10,False,5,430,200,False,0
3,False,True,47,3,38,0,10,False,4,470,152,False,0
2,False,True,34,1,40,0,9,False,4,306,160,True,0
2,False,True,33,1,40,1,13,False,15,429,600,True,0
2,True,False,21,0,35,0,9,False,6,189,210,True,0
1,True,False,52,3,45,0,9,False,5,468,225,False,1
2,True,False,48,3,46,0,9,True,6,432,276,False,0
2,True,False,23,0,40,1,13,False,2,299,80,True,0
5,True,False,71,5,2,0,10,False,10,710,20,False,0
2,True,False,29,1,60,0,9,False,6,261,360,False,0
2,True,False,42,2,50,1,13,False,1,546,50,False,0
1,False,True,68,5,20,0,2,False,5,136,100,False,0
2,False,True,25,0,40,0,9,False,1,225,40,True,0
10,False,True,44,2,40,1,14,False,15,616,600,False,0
2,False,True,28,1,40,0,9,False,15,252,600,True,0
5,True,False,45,2,40,1,14,True,10,630,400,False,1
2,False,True,36,2,40,0,10,False,1,360,40,False,0
2,True,False,39,2,42,0,12,False,15,468,630,True,0
2,True,False,46,3,40,1,14,False,7,644,280,False,0
2,True,False,18,0,16,0,7,False,2,126,32,True,0
3,False,True,66,5,20,0,11,False,17,726,340,False,0
2,True,False,27,1,40,0,9,False,1,243,40,True,0
2,True,False,28,1,40,0,9,True,7,252,280,False,0
2,True,False,51,3,40,0,10,True,10,510,400,False,1
2,True,False,27,1,50,1,13,False,6,351,300,True,0
2,True,False,28,1,40,1,13,True,17,364,680,False,1
2,False,True,27,1,25,0,9,False,10,243,250,False,0
2,True,False,21,0,40,0,9,False,6,189,240,True,0
2,True,False,34,1,40,0,9,False,2,306,80,True,0
2,True,False,18,0,12,0,9,False,1,162,12,True,0
2,True,False,33,1,65,1,13,True,17,429,1105,False,0
3,True,False,44,2,38,0,10,True,15,440,570,False,1
2,False,True,43,2,40,0,10,False,4,430,160,False,0
2,True,False,30,1,45,0,10,False,6,300,270,True,0
2,True,False,40,2,40,0,4,True,3,160,120,False,1
2,True,False,37,2,42,0,10,True,4,370,168,False,1
2,True,False,34,1,40,0,9,True,4,306,160,False,0
5,False,True,41,2,40,1,13,False,15,533,600,False,0
1,False,True,53,3,50,1,13,False,5,689,250,False,0
2,False,True,31,1,50,1,14,True,17,434,850,False,0
2,True,False,58,4,1,1,16,True,17,928,17,False,1
2,False,True,38,2,28,0,10,False,3,380,84,False,0
2,True,False,24,0,40,0,10,True,3,240,120,False,0
3,True,False,41,2,40,1,13,True,6,533,240,False,0
2,True,False,47,3,45,0,10,True,7,470,315,False,0
2,True,False,41,2,24,1,13,True,7,533,168,False,0
2,True,False,23,0,40,0,3,True,4,69,160,False,0
2,True,False,36,2,40,0,10,False,6,360,240,False,0
2,False,True,40,2,55,1,14,False,15,560,825,True,1
2,True,False,35,1,40,1,14,True,17,490,680,False,1
5,True,False,24,0,40,0,9,False,10,216,400,True,0
2,False,True,26,1,40,1,14,False,17,364,680,True,0
1,True,False,19,0,40,0,9,False,5,171,200,True,0
2,True,False,51,3,50,1,13,True,15,663,750,False,1
3,False,True,42,2,40,0,10,False,17,420,680,True,0
2,False,True,37,2,35,0,9,False,4,333,140,False,0
2,False,True,18,0,40,0,7,False,10,126,400,True,0
2,True,False,36,2,36,1,13,True,1,468,36,False,1
2,True,False,35,1,60,0,9,False,6,315,360,False,0
10,False,True,58,4,35,0,9,True,10,522,350,False,1
2,False,True,17,0,12,0,7,False,10,119,120,True,0
3,True,False,44,2,40,0,9,True,4,396,160,False,0
2,True,False,37,2,40,0,9,True,6,333,240,False,1
2,False,True,35,1,40,0,10,False,10,350,400,True,0
2,True,False,60,4,40,0,9,True,6,540,240,False,0
10,True,False,54,3,40,0,4,True,3,216,120,False,1
2,True,False,37,2,60,1,13,False,15,481,900,True,1
2,False,True,50,3,40,0,12,False,10,600,400,False,0
2,True,False,38,2,50,1,13,True,10,494,500,False,0
2,True,False,45,2,55,1,13,True,17,585,935,False,0
2,True,False,25,0,40,0,6,False,6,150,240,True,0
2,True,False,31,1,40,0,10,True,2,310,80,False,0
1,True,False,64,4,40,0,2,False,5,128,200,False,0
2,True,False,90,5,40,0,9,False,1,810,40,True,0
2,True,False,54,3,20,0,9,True,4,486,80,False,0
3,False,True,53,3,35,0,1,False,3,53,105,True,0
2,False,True,18,0,40,0,9,False,10,162,400,True,0
1,False,True,60,4,10,0,6,False,5,360,50,False,0
5,True,False,66,5,50,0,9,True,5,594,250,False,0
2,False,True,75,5,20,0,11,False,4,825,80,False,0
2,False,True,65,4,40,0,9,False,4,585,160,False,0
2,True,False,35,1,40,0,7,False,4,245,160,False,0
2,False,True,41,2,38,0,9,False,10,369,380,False,0
2,True,False,25,0,42,0,10,False,4,250,168,True,0
2,False,True,33,1,40,0,10,False,6,330,240,False,0
2,True,False,28,1,55,1,15,False,17,420,935,True,1
2,True,False,59,4,40,0,9,True,1,531,40,False,0
2,False,True,40,2,38,0,10,False,4,400,152,True,0
2,True,False,41,2,50,1,13,True,15,533,750,False,1
3,True,False,38,2,70,1,14,True,15,532,1050,False,1
2,True,False,23,0,40,0,9,False,4,207,160,True,0
2,True,False,40,2,40,1,13,True,17,520,680,False,1
5,False,True,41,2,20,0,9,True,1,369,20,False,0
2,True,False,24,0,50,0,12,True,7,288,350,False,0
1,True,False,20,0,20,0,10,False,5,200,100,True,0
2,True,False,38,2,40,0,10,False,6,380,240,False,0
2,True,False,56,4,35,0,9,True,4,504,140,False,0
2,True,False,58,4,45,0,9,True,4,522,180,False,1
2,False,True,32,1,34,0,9,False,1,288,34,True,0
2,True,False,40,2,60,0,12,True,7,480,420,False,1
2,True,False,45,2,40,0,9,True,4,405,160,False,0
2,False,True,41,2,40,1,15,True,17,615,680,False,1
2,False,True,42,2,40,1,13,True,4,546,160,False,0
3,False,True,59,4,30,0,6,False,1,354,30,False,0
3,True,False,19,0,40,0,10,False,4,190,160,True,0
2,True,False,58,4,20,0,10,False,4,580,80,True,0
5,True,False,42,2,40,0,9,True,5,378,200,False,1
2,False,True,20,0,40,0,9,False,1,180,40,True,0
2,False,True,32,1,30,0,9,False,1,288,30,False,0
2,False,True,45,2,45,0,11,False,15,495,675,False,0
2,True,False,50,3,40,0,4,False,6,200,240,False,0
2,False,True,36,2,40,1,13,False,17,468,680,False,0
2,True,False,45,2,60,0,9,True,10,405,600,False,0
2,True,False,17,0,12,0,7,False,1,119,12,True,0
2,True,False,59,4,40,0,10,True,10,590,400,False,0
2,True,False,26,1,40,0,7,True,6,182,240,False,0
10,True,False,37,2,75,0,10,True,15,370,1125,False,1
1,True,False,19,0,24,0,10,False,5,190,120,True,0
2,True,False,64,4,40,0,9,True,15,576,600,False,1
2,False,True,33,1,45,1,13,False,17,429,765,True,0
2,False,True,33,1,40,0,9,True,6,297,240,False,1
2,True,False,61,4,40,0,9,True,15,549,600,False,1
2,True,False,17,0,24,0,5,False,1,85,24,True,0
5,True,False,50,3,98,1,14,True,5,700,490,False,0
3,True,False,27,1,35,1,14,False,17,378,595,True,0
2,False,True,30,1,40,0,9,False,17,270,680,False,0
2,True,False,43,2,40,0,9,True,2,387,80,False,0
2,True,False,44,2,40,0,10,True,6,440,240,False,1
2,False,True,35,1,40,0,10,False,15,350,600,True,0
2,False,True,25,0,40,0,10,False,7,250,280,True,0
2,False,True,24,0,48,0,10,True,3,240,144,False,1
2,False,True,22,0,15,1,13,False,17,286,255,True,0
3,True,False,42,2,40,0,10,True,6,420,240,False,1
2,False,True,34,1,45,0,12,False,10,408,450,False,0
2,False,True,60,4,42,1,13,False,17,780,714,False,0
2,True,False,21,0,40,0,9,False,2,189,80,True,0
2,True,False,57,4,40,1,14,True,10,798,400,False,1
2,True,False,41,2,60,1,15,True,17,615,1020,False,1
2,True,False,50,3,45,0,10,False,1,500,45,False,0
2,False,True,25,0,40,1,13,False,15,325,600,True,0
2,True,False,50,3,40,0,4,True,6,200,240,False,0
2,True,False,36,2,45,1,13,True,17,468,765,False,0
2,False,True,31,1,40,0,9,False,17,279,680,False,0
3,True,False,29,1,56,1,13,False,7,377,392,True,0
2,True,False,21,0,45,0,10,False,10,210,450,True,0
2,False,True,27,1,40,1,13,False,7,351,280,True,0
2,True,False,65,4,16,0,9,True,4,585,64,False,0
10,False,True,37,2,60,1,13,False,10,481,600,False,0
1,False,True,39,2,40,1,14,True,5,546,200,False,0
2,True,False,24,0,40,0,9,False,6,216,240,True,0
2,True,False,38,2,80,0,9,False,10,342,800,False,0
2,True,False,48,3,40,1,13,True,4,624,160,False,1
2,False,True,21,0,25,0,10,False,1,210,25,True,0
2,True,False,31,1,45,0,9,True,4,279,180,False,1
2,True,False,55,3,40,0,9,True,10,495,400,False,1
2,False,True,24,0,40,0,10,True,4,240,160,False,0
2,False,True,43,2,40,0,9,False,4,387,160,False,0
2,True,False,26,1,45,0,12,False,7,312,315,True,0
2,False,True,46,3,33,0,12,False,17,552,561,True,0
2,True,False,35,1,40,0,12,True,4,420,160,False,1
10,True,False,41,2,54,0,10,True,5,410,270,False,1
2,True,False,26,1,40,1,13,False,10,338,400,True,0
2,True,False,34,1,35,1,14,True,15,476,525,False,1
1,False,True,19,0,25,0,10,False,5,190,125,True,0
5,False,True,36,2,40,1,13,False,17,468,680,False,1
2,True,False,22,0,15,0,10,False,10,220,150,True,0
2,True,False,24,0,40,0,10,False,3,240,120,True,0
5,True,False,77,5,40,0,10,True,10,770,400,False,0
2,False,True,22,0,40,0,3,True,3,66,120,False,0
2,False,True,29,1,40,0,10,False,7,290,280,True,0
2,False,True,62,4,24,0,9,False,1,558,24,False,0
5,True,False,39,2,40,0,9,True,15,351,600,False,0
2,True,False,43,2,50,0,10,True,6,430,300,False,0
2,True,False,35,1,45,0,9,False,4,315,180,False,0
2,False,True,29,1,40,0,7,False,15,203,600,True,0
5,True,False,76,5,10,1,14,True,6,1064,60,False,0
5,True,False,63,4,45,0,9,True,5,567,225,False,0
1,False,True,23,0,15,0,11,False,5,253,75,True,0
2,False,True,43,2,50,0,10,True,17,430,850,False,1
5,True,False,58,4,40,0,9,True,2,522,80,False,0
2,True,False,66,5,55,0,9,False,4,594,220,True,0
2,True,False,41,2,45,0,10,False,6,410,270,True,0
2,True,False,26,1,40,1,13,False,4,338,160,True,0
2,True,False,47,3,40,0,11,False,1,517,40,True,0
3,True,False,55,3,40,0,6,True,4,330,160,False,0
2,True,False,53,3,40,0,9,True,4,477,160,False,0
2,True,False,17,0,48,0,3,False,1,51,48,True,0
2,True,False,30,1,40,0,9,False,6,270,240,True,0
2,True,False,49,3,60,1,14,False,17,686,1020,True,0
2,True,False,19,0,30,0,9,False,10,171,300,True,0
2,True,False,45,2,40,0,9,True,1,405,40,False,0
2,True,False,26,1,40,0,12,False,10,312,400,True,0
2,True,False,38,2,40,0,11,True,6,418,240,False,1
2,True,False,36,2,40,0,9,True,7,324,280,False,1
2,True,False,33,1,20,0,9,False,5,297,100,True,0
2,False,True,22,0,40,0,10,False,7,220,280,True,0
5,True,False,43,2,42,1,13,False,10,559,420,True,0
1,True,False,67,5,8,0,7,True,5,469,40,False,0
1,False,True,30,1,40,0,11,False,5,330,200,False,0
2,True,False,56,4,25,0,12,False,1,672,25,False,0
2,True,False,31,1,25,1,13,False,17,403,425,True,0
2,True,False,33,1,40,1,13,True,15,429,600,False,1
2,True,False,26,1,40,0,9,True,1,234,40,False,0
2,True,False,33,1,40,1,13,True,15,429,600,False,1
3,True,False,46,3,30,0,7,True,4,322,120,False,0
1,True,False,59,4,40,1,13,True,5,767,200,False,1
2,True,False,38,2,40,0,9,True,4,342,160,False,1
2,True,False,65,4,40,0,7,False,1,455,40,False,0
2,True,False,40,2,40,0,11,True,7,440,280,False,1
2,False,True,42,2,35,0,9,True,4,378,140,False,0
5,True,False,26,1,40,0,5,True,6,130,240,False,0
2,False,True,36,2,24,0,6,True,1,216,24,False,0
2,True,False,62,4,40,1,14,True,17,868,680,False,1
2,True,False,43,2,45,1,13,True,4,559,180,False,0
2,True,False,43,2,45,1,13,False,15,559,675,False,1
2,True,False,22,0,55,0,9,False,10,198,550,False,0
2,True,False,28,1,40,0,9,True,6,252,240,False,0
5,True,False,56,4,45,0,10,True,10,560,450,False,0
2,False,True,22,0,15,0,12,False,10,264,150,True,0
2,False,True,57,4,45,1,13,False,15,741,675,False,1
2,False,True,39,2,40,0,9,False,10,351,400,False,0
2,False,True,26,1,15,0,10,False,4,260,60,True,0
2,True,False,17,0,10,0,7,False,1,119,10,True,0
2,True,False,40,2,38,0,11,True,3,440,114,False,1
2,True,False,45,2,40,0,9,True,3,405,120,False,0
2,True,False,44,2,40,0,9,False,6,396,240,True,0
3,False,True,20,0,10,0,10,False,4,200,40,True,0
2,False,True,33,1,40,0,9,True,6,297,240,False,0
2,True,False,23,0,40,0,10,False,10,230,400,True,0
5,True,False,46,3,30,1,14,False,15,644,450,False,0
2,True,False,38,2,50,0,9,True,10,342,500,False,0
2,True,False,54,3,40,0,9,False,4,486,160,False,0
2,False,True,46,3,45,0,3,False,6,138,270,False,0
2,True,False,25,0,40,0,10,True,6,250,240,False,0
2,False,True,46,3,40,0,10,False,10,460,400,False,0
3,False,True,36,2,40,0,10,True,4,360,160,False,0
2,False,True,23,0,25,0,9,False,1,207,25,True,0
2,True,False,29,1,40,0,9,False,3,261,120,False,0
2,False,True,44,2,6,0,10,True,4,440,24,False,1
2,False,True,19,0,16,0,10,False,4,190,64,True,0
2,False,True,19,0,40,0,9,False,1,171,40,True,0
2,False,True,35,1,40,0,9,True,1,315,40,False,1
2,True,False,27,1,50,1,13,False,6,351,300,True,0
5,True,False,46,3,40,0,12,False,6,552,240,False,0
2,True,False,34,1,45,1,13,True,15,442,675,False,1
2,False,True,34,1,35,0,9,False,1,306,35,True,0
2,True,False,44,2,40,0,10,True,7,440,280,False,0
2,False,True,45,2,40,0,10,False,2,450,80,False,0
1,False,True,20,0,35,0,9,False,5,180,175,True,0
2,True,False,25,0,55,1,13,True,15,325,825,False,1
10,True,False,52,3,50,1,13,True,15,676,750,False,1
2,True,False,20,0,40,0,10,False,2,200,80,True,0
2,False,True,28,1,40,0,10,False,1,280,40,True,0
2,True,False,50,3,40,1,13,True,7,650,280,False,1
2,False,True,34,1,64,0,11,False,7,374,448,False,0
2,True,False,28,1,40,0,4,True,2,112,80,False,0
2,True,False,41,2,65,1,14,True,15,574,975,False,1
2,True,False,28,1,40,0,9,True,4,252,160,False,0
5,True,False,46,3,25,0,9,True,6,414,150,False,0
1,False,True,28,1,40,0,10,True,5,280,200,False,1
2,True,False,32,1,50,0,10,True,15,320,750,False,0
3,False,True,41,2,24,0,10,False,1,410,24,False,0
2,False,True,24,0,40,0,9,False,2,216,80,True,0
2,False,True,33,1,40,0,10,False,15,330,600,False,0
2,True,False,46,3,60,1,16,True,15,736,900,False,1
2,True,False,31,1,40,0,10,True,3,310,120,False,0
2,True,False,35,1,50,0,8,False,6,280,300,False,1
2,True,False,52,3,40,0,2,True,3,104,120,False,0
2,False,True,30,1,19,0,7,False,1,210,19,True,0
3,True,False,34,1,40,0,7,False,3,238,120,False,0
2,False,True,34,1,40,0,9,False,4,306,160,False,0
2,True,False,20,0,30,0,10,True,10,200,300,False,0
2,True,False,17,0,18,0,7,False,2,119,36,True,0
2,False,True,32,1,40,1,13,True,15,416,600,False,1
2,True,False,29,1,40,0,9,False,5,261,200,False,0
2,False,True,33,1,35,0,6,False,6,198,210,True,0
2,True,False,25,0,60,0,9,True,4,225,240,False,0
2,True,False,36,2,40,1,14,False,17,504,680,True,0
2,True,False,23,0,72,0,9,False,2,207,144,True,0
10,True,False,63,4,40,0,9,True,15,567,600,False,1
3,True,False,47,3,40,1,14,True,17,658,680,False,0
1,True,False,80,5,24,0,9,False,5,720,120,False,0
1,True,False,17,0,40,0,7,False,5,119,200,True,0
5,False,True,40,2,40,1,13,False,17,520,680,False,0
2,False,True,30,1,25,0,12,True,1,360,25,False,1
2,True,False,27,1,40,0,10,False,6,270,240,True,0
2,True,False,33,1,50,1,14,True,17,462,850,False,1
3,True,False,34,1,60,0,9,False,5,306,300,True,0
3,False,True,34,1,40,0,10,False,7,340,280,True,0
2,True,False,23,0,40,0,10,True,4,230,160,False,0
3,False,True,42,2,40,0,10,True,4,420,160,False,0
2,True,False,29,1,40,1,13,False,17,377,680,True,0
2,False,True,45,2,28,0,9,False,4,405,112,False,0
2,True,False,24,0,40,0,9,False,0,216,0,True,0
2,True,False,44,2,40,0,10,True,17,440,680,False,1
2,True,False,27,1,40,0,5,False,6,135,240,True,0
2,True,False,20,0,35,0,10,False,10,200,350,True,0
2,False,True,44,2,40,0,9,False,15,396,600,False,0
2,True,False,51,3,40,0,9,True,6,459,240,False,0
2,True,False,20,0,40,0,9,True,3,180,120,False,0
1,False,True,17,0,5,0,7,False,5,119,25,True,0
2,False,True,19,0,40,0,9,False,3,171,120,True,0
10,True,False,45,2,55,0,10,True,6,450,330,False,1
2,True,False,60,4,40,0,9,True,6,540,240,False,1
2,True,False,42,2,40,0,12,True,15,504,600,False,1
5,False,True,44,2,40,0,9,True,10,396,400,False,1
2,True,False,40,2,40,0,11,True,3,440,120,False,1
2,False,True,30,1,40,0,9,True,15,270,600,False,0
2,True,False,38,2,50,0,10,True,4,380,200,False,0
2,True,False,23,0,60,0,9,True,4,207,240,False,0
1,True,False,32,1,40,0,10,True,5,320,200,False,0
2,True,False,44,2,40,0,12,False,5,528,200,True,0
3,True,False,54,3,40,0,9,True,4,486,160,False,0
2,True,False,32,1,50,1,13,True,17,416,850,False,0
2,True,False,50,3,40,0,2,False,6,100,240,False,0
2,False,True,24,0,20,1,13,False,7,312,140,True,0
2,False,True,37,2,60,0,9,True,4,333,240,False,0
2,True,False,52,3,40,0,9,False,4,468,160,False,0
2,True,False,38,2,40,0,10,True,4,380,160,False,0
2,True,False,49,3,45,1,14,True,15,686,675,False,1
2,False,True,30,1,16,1,13,True,7,390,112,False,1
2,True,False,60,4,40,0,10,False,17,600,680,True,1
1,True,False,22,0,40,0,10,False,5,220,200,True,0
2,True,False,35,1,40,0,9,False,6,315,240,True,0
2,True,False,30,1,60,0,9,False,4,270,240,True,0
2,False,True,67,5,24,0,11,False,1,737,24,False,0
2,False,True,46,3,40,1,13,False,6,598,240,True,0
2,True,False,17,0,6,0,5,False,1,85,6,True,0
2,True,False,22,0,30,0,10,False,2,220,60,True,0
2,True,False,27,1,40,0,6,False,1,162,40,True,0
2,False,True,23,0,35,0,9,False,1,207,35,True,0
2,True,False,33,1,45,0,12,True,6,396,270,False,0
5,True,False,43,2,20,0,10,True,6,430,120,False,0
2,True,False,28,1,20,1,13,False,17,364,340,True,0
2,False,True,41,2,40,0,9,False,6,369,240,False,0
1,True,False,52,3,40,0,8,False,5,416,200,True,0
2,False,True,25,0,20,0,10,False,4,250,80,False,0
1,True,False,63,4,35,0,2,True,5,126,175,False,0
3,True,False,59,4,45,0,9,True,4,531,180,False,0
3,False,True,45,2,40,1,13,False,17,585,680,False,0
2,True,False,38,2,60,1,13,True,10,494,600,False,1
2,False,True,40,2,35,0,9,False,1,360,35,True,0
2,True,False,46,3,40,0,9,False,4,414,160,False,0
